league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
ITA-Serie A,2526,Sassuolo,Domenico Berardi,ITA,FW,30,1994,21.8,8,40,21,52.5,1.84,0.97,0.15,0.29,2,3
ITA-Serie A,2526,Sassuolo,Edoardo Iannoni,ITA,MF,24,2001,2.9,1,3,1,33.3,1.04,0.35,0.33,1.0,0,0
ITA-Serie A,2526,Sassuolo,Fali Candé,GNB,DF,27,1998,5.7,0,3,0,0.0,0.53,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Filippo Romagna,ITA,DF,28,1997,3.5,0,2,0,0.0,0.58,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Gioele Zacchi,ITA,GK,22,2003,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Ismaël Koné,CAN,MF,23,2002,30.4,6,23,10,43.5,0.76,0.33,0.26,0.6,0,0
ITA-Serie A,2526,Sassuolo,Jay Idzes,IDN,DF,25,2000,34.0,0,5,0,0.0,0.15,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Josh Doig,SCO,DF,23,2002,21.3,0,11,4,36.4,0.52,0.19,0.0,0.0,0,0
ITA-Serie A,2526,Sassuolo,Kristian Thorstvedt,NOR,MF,26,1999,27.3,4,43,13,30.2,1.57,0.48,0.09,0.31,0,0
ITA-Serie A,2526,Sassuolo,Laurs Skjellerup,DEN,FW,22,2002,0.1,0,1,0,0.0,9.0,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Luca Lipani,ITA,MF,20,2005,11.5,0,12,3,25.0,1.04,0.26,0.0,0.0,0,0
ITA-Serie A,2526,Sassuolo,Luca Moro,ITA,FW,24,2001,2.3,0,6,1,16.7,2.56,0.43,0.0,0.0,0,0
ITA-Serie A,2526,Sassuolo,M'Bala Nzola,ANG,FW,28,1996,5.3,1,11,4,36.4,2.09,0.76,0.09,0.25,0,0
ITA-Serie A,2526,Sassuolo,Nemanja Matić,SRB,MF,36,1988,29.6,1,11,4,36.4,0.37,0.14,0.09,0.25,0,0
ITA-Serie A,2526,Sassuolo,Nicholas Pierini,ITA,"FW,MF",26,1998,1.6,0,5,2,40.0,3.17,1.27,0.0,0.0,0,0
ITA-Serie A,2526,Sassuolo,Pedro Felipe,BRA,DF,21,2004,1.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Sebastian Walukiewicz,POL,DF,25,2000,31.7,0,7,0,0.0,0.22,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Stefano Turati,ITA,GK,23,2001,5.9,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Tarik Muharemovic,BIH,DF,22,2003,31.5,2,20,7,35.0,0.63,0.22,0.1,0.29,0,0
ITA-Serie A,2526,Sassuolo,Tommaso Macchioni,ITA,DF,19,2006,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Ulisses Garcia,SUI,DF,29,1996,10.5,1,2,1,50.0,0.19,0.1,0.5,1.0,0,0
ITA-Serie A,2526,Sassuolo,Walid Cheddira,MAR,FW,27,1998,2.5,1,8,2,25.0,3.26,0.81,0.13,0.5,0,0
ITA-Serie A,2526,Sassuolo,Woyo Coulibaly,MLI,DF,26,1999,11.7,0,6,1,16.7,0.51,0.09,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Adam Masina,MAR,DF,31,1994,2.6,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Torino,Adrien Tameze,CMR,DF,31,1994,12.4,0,5,0,0.0,0.4,0.0,0.0,,0,0
ITA-Serie A,2526,Torino,Alberto Paleari,ITA,GK,32,1992,29.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Torino,Ali Dembélé,FRA,DF,21,2004,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0
ITA-Serie A,2526,Torino,Alieu Njie,SWE,"MF,FW",20,2005,3.3,1,6,3,50.0,1.81,0.9,0.17,0.33,0,0
ITA-Serie A,2526,Torino,Ardian Ismajli,ALB,DF,28,1996,21.2,0,6,4,66.7,0.28,0.19,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Cesare Casadei,ITA,MF,22,2003,22.2,6,35,17,48.6,1.58,0.77,0.17,0.35,0,0
ITA-Serie A,2526,Torino,Ché Adams,SCO,FW,29,1996,21.0,6,53,18,34.0,2.52,0.86,0.11,0.33,0,0
ITA-Serie A,2526,Torino,Cristiano Biraghi,ITA,"MF,DF",32,1992,5.7,0,2,0,0.0,0.35,0.0,0.0,,0,0
ITA-Serie A,2526,Torino,Cyril Ngonge,BEL,FW,25,2000,11.0,1,24,12,50.0,2.17,1.09,0.04,0.08,0,0
ITA-Serie A,2526,Torino,Duván Zapata,COL,FW,34,1991,12.3,3,34,15,44.1,2.77,1.22,0.09,0.2,0,1
ITA-Serie A,2526,Torino,Emirhan İlkhan,TUR,MF,21,2004,11.1,1,13,3,23.1,1.17,0.27,0.08,0.33,0,0
ITA-Serie A,2526,Torino,Enzo Ebosse,CMR,DF,26,1999,12.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Torino,Faustino Anjorin,ENG,MF,23,2001,3.2,0,4,1,25.0,1.25,0.31,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Franco Israel,URU,GK,25,2000,9.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Torino,Giovanni Simeone,ARG,FW,30,1995,24.8,11,78,28,35.9,3.15,1.13,0.14,0.39,0,0
ITA-Serie A,2526,Torino,Guillermo Maripán,CHI,DF,31,1994,23.8,2,18,8,44.4,0.76,0.34,0.11,0.25,0,0
ITA-Serie A,2526,Torino,Gvidas Gineitis,LTU,MF,21,2004,19.5,0,27,5,18.5,1.38,0.26,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Ivan Ilić,SRB,MF,24,2001,4.6,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Torino,Kristjan Asllani,ALB,MF,23,2002,12.5,0,20,4,20.0,1.59,0.32,0.0,0.0,0,1
ITA-Serie A,2526,Torino,Luca Marianucci,ITA,DF,21,2004,6.4,0,1,0,0.0,0.16,0.0,0.0,,0,0
ITA-Serie A,2526,Torino,Marcus Pedersen,NOR,"MF,DF",25,2000,23.7,1,15,3,20.0,0.63,0.13,0.07,0.33,0,0
ITA-Serie A,2526,Torino,Matteo Prati,ITA,MF,21,2003,6.8,0,12,0,0.0,1.76,0.0,0.0,,0,0
ITA-Serie A,2526,Torino,Niels Nkounkou,FRA,"MF,DF",24,2000,3.9,0,4,1,25.0,1.01,0.25,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Nikola Vlašić,CRO,"MF,FW",27,1997,33.8,8,49,17,34.7,1.45,0.5,0.06,0.18,5,5
ITA-Serie A,2526,Torino,Rafel Obrador,ESP,MF,21,2004,12.4,1,7,2,28.6,0.56,0.16,0.14,0.5,0,0
ITA-Serie A,2526,Torino,Sandro Kulenović,CRO,FW,25,1999,3.3,0,5,2,40.0,1.5,0.6,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Saúl Coco,EQG,DF,26,1999,34.3,1,15,4,26.7,0.44,0.12,0.07,0.25,0,0
ITA-Serie A,2526,Torino,Valentino Lazaro,AUT,MF,29,1996,25.0,0,8,2,25.0,0.32,0.08,0.0,0.0,0,0
ITA-Serie A,2526,Torino,Zakaria Aboukhlal,MAR,MF,25,2000,5.7,0,7,2,28.6,1.23,0.35,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Abdoulaye Camara,FRA,MF,16,2008,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Udinese,Adam Buksa,POL,FW,29,1996,10.2,3,12,6,50.0,1.17,0.59,0.25,0.5,0,0
ITA-Serie A,2526,Udinese,Alessandro Zanoli,ITA,MF,24,2000,14.2,1,3,1,33.3,0.21,0.07,0.33,1.0,0,0
ITA-Serie A,2526,Udinese,Arthur Atta,FRA,MF,22,2003,28.4,5,57,20,35.1,2.01,0.7,0.09,0.25,0,0
ITA-Serie A,2526,Udinese,Branimir Mlacic,CRO,DF,18,2007,1.8,0,1,0,0.0,0.54,0.0,0.0,,0,0
ITA-Serie A,2526,Udinese,Christian Kabasele,BEL,DF,34,1991,25.0,3,9,6,66.7,0.36,0.24,0.33,0.5,0,0
ITA-Serie A,2526,Udinese,Daniele Padelli,ITA,GK,39,1985,2.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Udinese,Hassane Kamara,CIV,"MF,DF",31,1994,20.7,0,16,5,31.3,0.77,0.24,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Idrissa Guèye,SEN,FW,18,2006,4.7,1,20,6,30.0,4.28,1.28,0.05,0.17,0,0
ITA-Serie A,2526,Udinese,Iker Bravo,ESP,FW,20,2005,2.3,1,4,1,25.0,1.75,0.44,0.25,1.0,0,0
ITA-Serie A,2526,Udinese,Jakub Piotrowski,POL,MF,27,1997,18.8,1,36,9,25.0,1.91,0.48,0.03,0.11,0,0
ITA-Serie A,2526,Udinese,Jesper Karlström,SWE,MF,30,1995,35.0,1,20,3,15.0,0.57,0.09,0.05,0.33,0,0
ITA-Serie A,2526,Udinese,Jordan Zemura,ZIM,"MF,DF",25,1999,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Juan Arizala,COL,MF,19,2005,2.1,0,1,1,100.0,0.47,0.47,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Jurgen Ekkelenkamp,NED,MF,25,2000,24.3,5,33,15,45.5,1.36,0.62,0.15,0.33,0,0
ITA-Serie A,2526,Udinese,Keinan Davis,ENG,FW,27,1998,22.9,10,50,25,50.0,2.18,1.09,0.12,0.24,4,4
ITA-Serie A,2526,Udinese,Kingsley Ehizibue,NED,"MF,DF",30,1995,20.1,2,9,2,22.2,0.45,0.1,0.22,1.0,0,0
ITA-Serie A,2526,Udinese,Lennon Miller,SCO,MF,18,2006,11.1,0,9,1,11.1,0.81,0.09,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Maduka Okoye,NGA,GK,25,1999,29.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Udinese,Matteo Palma,GER,DF,17,2008,1.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Udinese,Nicolò Bertola,ITA,"DF,MF",22,2003,19.6,0,13,4,30.8,0.66,0.2,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Nicolò Zaniolo,ITA,"FW,MF",26,1999,25.1,5,72,22,30.6,2.87,0.88,0.07,0.23,0,0
ITA-Serie A,2526,Udinese,Oier Zarraga,ESP,MF,26,1999,5.3,0,4,1,25.0,0.76,0.19,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Oumar Solet,FRA,DF,25,2000,32.9,3,33,6,18.2,1.0,0.18,0.06,0.33,1,1
ITA-Serie A,2526,Udinese,Razvan Sava,ROU,GK,23,2002,6.9,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Udinese,Rui Modesto,ANG,MF,25,1999,1.3,0,1,1,100.0,0.76,0.76,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Saba Goglichidze,GEO,DF,21,2004,4.7,0,3,1,33.3,0.64,0.21,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Sandi Lovrić,SVN,MF,27,1998,1.8,0,3,1,33.3,1.68,0.56,0.0,0.0,0,0
ITA-Serie A,2526,Udinese,Thomas Kristensen,DEN,DF,23,2002,27.5,3,11,6,54.5,0.4,0.22,0.27,0.5,0,0
ITA-Serie A,2526,Udinese,Vakoun Bayo,CIV,FW,28,1997,5.0,0,14,2,14.3,2.78,0.4,0.0,0.0,0,0
,2526,Augsburg,Aiman Dardari,LUX,MF,20,2005,0.4,0,1,0,0.0,2.65,0.0,0.0,,0,0
,2526,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",27,1998,23.3,5,71,26,36.6,3.05,1.12,0.06,0.15,1,2
,2526,Augsburg,Anton Kade,GER,"MF,FW",21,2004,19.4,6,48,21,43.8,2.48,1.08,0.13,0.29,0,0
,2526,Augsburg,Arne Maier,GER,MF,26,1999,0.0,0,0,0,,0.0,0.0,,,0,0
,2526,Augsburg,Arthur Chaves,BRA,DF,24,2001,9.2,2,4,2,50.0,0.43,0.22,0.5,1.0,0,0
,2526,Augsburg,Cedric Zesiger,SUI,DF,27,1998,20.2,0,12,3,25.0,0.59,0.15,0.0,0.0,0,0
,2526,Augsburg,Chrislain Matsima,FRA,DF,23,2002,16.5,1,7,1,14.3,0.42,0.06,0.14,1.0,0,0
,2526,Augsburg,Dimitris Giannoulis,GRE,MF,29,1995,21.0,2,10,6,60.0,0.48,0.29,0.2,0.33,0,0
,2526,Augsburg,Elias Saad,TUN,"MF,FW",25,1999,5.5,0,6,3,50.0,1.09,0.54,0.0,0.0,0,0
,2526,Augsburg,Elvis Rexhbeçaj,KVX,MF,27,1997,12.4,2,11,5,45.5,0.89,0.4,0.18,0.4,0,0
,2526,Augsburg,Fabian Rieder,SUI,MF,23,2002,26.0,6,38,13,34.2,1.46,0.5,0.11,0.31,2,2
,2526,Augsburg,Finn Dahmen,GER,GK,27,1998,34.0,0,1,0,0.0,0.03,0.0,0.0,,0,0
,2526,Augsburg,Han-Noah Massengo,FRA,MF,24,2001,27.0,2,20,6,30.0,0.74,0.22,0.1,0.33,0,0
,2526,Augsburg,Ismaël Gharbi,TUN,MF,21,2004,1.0,0,3,0,0.0,2.87,0.0,0.0,,0,0
,2526,Augsburg,Jeffrey Gouweleeuw,NED,DF,34,1991,9.4,0,5,3,60.0,0.53,0.32,0.0,0.0,0,0
,2526,Augsburg,Keven Schlotterbeck,GER,DF,28,1997,22.6,0,12,3,25.0,0.53,0.13,0.0,0.0,0,1
,2526,Augsburg,Kristijan Jakić,CRO,"MF,DF",28,1997,18.4,2,18,6,33.3,0.98,0.33,0.11,0.33,0,0
,2526,Augsburg,Mads Pedersen,DEN,MF,28,1996,2.3,0,3,0,0.0,1.29,0.0,0.0,,0,0
,2526,Augsburg,Marius Wolf,GER,MF,30,1995,11.3,1,14,5,35.7,1.24,0.44,0.07,0.2,0,0
,2526,Augsburg,Mert Kömür,GER,"MF,FW",20,2005,16.3,2,41,16,39.0,2.52,0.98,0.05,0.13,0,0
,2526,Augsburg,Michael Gregoritsch,AUT,FW,31,1994,10.1,6,29,10,34.5,2.86,0.99,0.17,0.5,1,1
,2526,Augsburg,Noahkai Banks,USA,DF,18,2006,19.2,1,9,5,55.6,0.47,0.26,0.11,0.2,0,0
,2526,Augsburg,Phillip Tietz,GER,FW,28,1997,2.2,1,6,3,50.0,2.73,1.36,0.17,0.33,0,0
,2526,Augsburg,Robin Fellhauer,GER,MF,27,1998,31.1,3,30,9,30.0,0.96,0.29,0.1,0.33,0,0
,2526,Augsburg,Rodrigo Ribeiro,POR,FW,20,2005,7.1,2,26,7,26.9,3.68,0.99,0.08,0.29,0,0
,2526,Augsburg,Samuel Essende,COD,"MF,FW",27,1998,4.6,1,17,4,23.5,3.7,0.87,0.06,0.25,0,0
,2526,Augsburg,Tim Schnitzer,GER,MF,17,2008,0.1,0,0,0,,0.0,0.0,,,0,0
,2526,Augsburg,Uchenna Ogundu,NGA,FW,19,2006,0.5,0,3,0,0.0,5.74,0.0,0.0,,0,0
,2526,Augsburg,Yannik Keitel,GER,"MF,DF",25,2000,2.8,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Aleksandar Pavlovic,GER,MF,21,2004,16.2,3,10,5,50.0,0.62,0.31,0.3,0.6,0,0
,2526,Bayern Munich,Alphonso Davies,CAN,DF,24,2000,5.8,1,4,1,25.0,0.69,0.17,0.25,1.0,0,0
,2526,Bayern Munich,Bara Sapoko Ndiaye,SEN,MF,17,2007,1.6,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Cassiano Kiala,GER,DF,16,2009,0.0,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,David Daiber,POR,FW,18,2007,0.3,0,1,0,0.0,3.1,0.0,0.0,,0,0
,2526,Bayern Munich,Dayot Upamecano,FRA,DF,26,1998,19.9,1,8,2,25.0,0.4,0.1,0.13,0.5,0,0
,2526,Bayern Munich,Deniz Ofli,TUR,DF,18,2007,0.1,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Erblin Osmani,GER,MF,16,2009,0.0,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Felipe Chávez,PER,MF,18,2007,0.2,0,1,0,0.0,6.43,0.0,0.0,,0,0
,2526,Bayern Munich,Harry Kane,ENG,"FW,MF",32,1993,26.4,36,119,67,56.3,4.51,2.54,0.22,0.39,10,11
,2526,Bayern Munich,Hiroki Ito,JPN,DF,26,1999,10.2,1,10,3,30.0,0.98,0.29,0.1,0.33,0,0
,2526,Bayern Munich,Jamal Musiala,GER,"MF,FW",22,2003,7.6,3,30,9,30.0,3.95,1.19,0.07,0.22,1,1
,2526,Bayern Munich,Jonah Kusi-Asare,SWE,FW,18,2007,0.1,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Jonas Urbig,GER,GK,21,2003,12.3,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Jonathan Tah,GER,DF,29,1996,22.4,2,8,5,62.5,0.36,0.22,0.25,0.4,0,0
,2526,Bayern Munich,Joshua Kimmich,GER,MF,30,1995,25.3,2,28,10,35.7,1.11,0.39,0.07,0.2,0,0
,2526,Bayern Munich,Josip Stanišić,CRO,DF,25,2000,20.6,2,7,4,57.1,0.34,0.19,0.29,0.5,0,0
,2526,Bayern Munich,Kim Min-jae,KOR,DF,28,1996,17.8,1,5,3,60.0,0.28,0.17,0.2,0.33,0,0
,2526,Bayern Munich,Konrad Laimer,AUT,DF,28,1997,22.2,3,17,8,47.1,0.77,0.36,0.18,0.38,0,0
,2526,Bayern Munich,Lennart Karl,GER,MF,17,2008,14.2,5,42,21,50.0,2.95,1.48,0.12,0.24,0,0
,2526,Bayern Munich,Leon Goretzka,GER,MF,30,1995,21.6,5,35,11,31.4,1.62,0.51,0.14,0.45,0,0
,2526,Bayern Munich,Luis Díaz,COL,MF,28,1997,27.2,15,88,37,42.0,3.24,1.36,0.17,0.41,0,0
,2526,Bayern Munich,Manuel Neuer,GER,GK,39,1986,20.7,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Maycon Cardozo,BRA,MF,16,2008,0.4,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Michael Olise,FRA,MF,23,2001,25.7,15,102,50,49.0,3.96,1.94,0.15,0.3,0,0
,2526,Bayern Munich,Nicolas Jackson,SEN,FW,24,2001,11.2,8,38,21,55.3,3.4,1.88,0.21,0.38,0,0
,2526,Bayern Munich,Raphaël Guerreiro,POR,MF,31,1993,8.7,5,12,5,41.7,1.38,0.57,0.42,1.0,0,0
,2526,Bayern Munich,Sacha Boey,FRA,DF,24,2000,5.1,0,6,0,0.0,1.17,0.0,0.0,,0,0
,2526,Bayern Munich,Serge Gnabry,GER,MF,30,1995,13.5,8,50,17,34.0,3.69,1.26,0.16,0.47,0,0
,2526,Bayern Munich,Sven Ulreich,GER,GK,36,1988,1.0,0,0,0,,0.0,0.0,,,0,0
,2526,Bayern Munich,Tom Bischof,GER,"DF,MF",20,2005,14.5,3,30,9,30.0,2.07,0.62,0.1,0.33,0,0
,2526,Bayern Munich,Wisdom Mike,GER,FW,16,2008,0.3,0,2,1,50.0,6.0,3.0,0.0,0.0,0,0
,2526,Dortmund,Aaron Anselmino,ARG,DF,20,2005,4.1,1,1,1,100.0,0.24,0.24,1.0,1.0,0,0
,2526,Dortmund,Almugera Kabar,GER,DF,19,2006,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0
,2526,Dortmund,Carney Chukwuemeka,AUT,"MF,FW",21,2003,10.2,2,18,2,11.1,1.76,0.2,0.11,1.0,0,0
,2526,Dortmund,Cole Campbell,USA,FW,19,2006,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0
,2526,Dortmund,Daniel Svensson,SWE,MF,23,2002,27.3,2,12,4,33.3,0.44,0.15,0.17,0.5,0,0
,2526,Dortmund,Emre Can,GER,DF,31,1994,6.9,3,5,4,80.0,0.72,0.58,0.0,0.0,3,3
,2526,Dortmund,Felix Nmecha,GER,MF,24,2000,24.2,2,33,7,21.2,1.36,0.29,0.06,0.29,0,1
,2526,Dortmund,Filippo Mane,ITA,DF,20,2005,1.5,0,0,0,,0.0,0.0,,,0,0
,2526,Dortmund,Fábio Silva,POR,"FW,MF",23,2002,9.1,2,23,8,34.8,2.53,0.88,0.09,0.25,0,0
,2526,Dortmund,Gregor Kobel,SUI,GK,27,1997,34.0,0,0,0,,0.0,0.0,,,0,0
,2526,Dortmund,Jobe Bellingham,ENG,MF,19,2005,19.8,0,19,6,31.6,0.96,0.3,0.0,0.0,0,0
,2526,Dortmund,Julian Brandt,GER,"MF,FW",29,1996,17.8,7,38,18,47.4,2.13,1.01,0.18,0.39,0,0
,2526,Dortmund,Julian Ryerson,NOR,MF,27,1997,25.2,0,12,1,8.3,0.48,0.04,0.0,0.0,0,0
,2526,Dortmund,Karim Adeyemi,GER,"MF,FW",23,2002,13.3,7,31,14,45.2,2.33,1.05,0.23,0.5,0,0
,2526,Dortmund,Luca Reggiani,ITA,DF,17,2008,5.7,1,3,1,33.3,0.53,0.18,0.33,1.0,0,0
,2526,Dortmund,Marcel Sabitzer,AUT,MF,31,1994,20.2,1,20,4,20.0,0.99,0.2,0.05,0.25,0,0
,2526,Dortmund,Mathis Albert,USA,FW,16,2009,0.0,0,0,0,,0.0,0.0,,,0,0
,2526,Dortmund,Maximilian Beier,GER,"MF,FW",22,2002,22.5,9,50,20,40.0,2.22,0.89,0.18,0.45,0,0
,2526,Dortmund,Nico Schlotterbeck,GER,DF,25,1999,28.0,5,32,9,28.1,1.14,0.32,0.16,0.56,0,0
,2526,Dortmund,Niklas Süle,GER,DF,29,1995,5.4,0,2,1,50.0,0.37,0.19,0.0,0.0,0,0
,2526,Dortmund,Pascal Groß,GER,MF,34,1991,6.8,0,8,1,12.5,1.17,0.15,0.0,0.0,0,0
,2526,Dortmund,Ramy Bensebaini,ALG,DF,30,1995,17.0,5,17,7,41.2,1.0,0.41,0.18,0.43,2,2
,2526,Dortmund,Salih Özcan,TUR,MF,27,1998,0.9,0,1,0,0.0,1.11,0.0,0.0,,0,0
,2526,Dortmund,Samuele Inácio,ITA,MF,17,2008,4.3,1,9,5,55.6,2.11,1.17,0.11,0.2,0,0
,2526,Dortmund,Serhou Guirassy,GUI,FW,29,1996,26.0,17,84,40,47.6,3.23,1.54,0.19,0.4,1,3
,2526,Dortmund,Waldemar Anton,GER,DF,29,1996,32.0,2,16,6,37.5,0.5,0.19,0.13,0.33,0,0
,2526,Dortmund,Yan Couto,BRA,MF,23,2002,11.1,2,9,4,44.4,0.81,0.36,0.22,0.5,0,0
,2526,Frankfurt,Ansgar Knauff,GER,"MF,FW",23,2002,14.7,4,34,14,41.2,2.31,0.95,0.12,0.29,0,0
,2526,Frankfurt,Arnaud Kalimuendo,FRA,"FW,MF",23,2002,15.7,6,30,16,53.3,1.91,1.02,0.2,0.38,0,0
,2526,Frankfurt,Arthur Theate,BEL,DF,25,2000,23.8,1,15,7,46.7,0.63,0.29,0.07,0.14,0,0
,2526,Frankfurt,Aurèle Amenda,SUI,DF,22,2003,18.6,0,10,2,20.0,0.54,0.11,0.0,0.0,0,0
,2526,Frankfurt,Aurélio Buta,POR,DF,28,1997,1.6,0,1,0,0.0,0.62,0.0,0.0,,0,0
,2526,Frankfurt,Ayoube Amaimouni,MAR,"MF,FW",20,2004,6.5,2,12,7,58.3,1.84,1.08,0.17,0.29,0,0
,2526,Frankfurt,Can Uzun,TUR,MF,19,2005,12.8,8,41,19,46.3,3.19,1.48,0.17,0.37,1,1
,2526,Frankfurt,Elias Baum,GER,DF,19,2005,0.8,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Ellyes Skhiri,TUN,"MF,DF",30,1995,16.0,0,8,0,0.0,0.5,0.0,0.0,,0,0
,2526,Frankfurt,Elye Wahi,CIV,FW,22,2003,3.6,0,7,3,42.9,1.94,0.83,0.0,0.0,0,0
,2526,Frankfurt,Fares Chaïbi,ALG,MF,22,2002,19.9,2,35,9,25.7,1.76,0.45,0.06,0.22,0,0
,2526,Frankfurt,Hugo Larsson,SWE,MF,21,2004,20.1,2,13,6,46.2,0.65,0.3,0.15,0.33,0,0
,2526,Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",20,2005,14.8,3,29,9,31.0,1.96,0.61,0.1,0.33,0,0
,2526,Frankfurt,Jessic Ngankam,GER,FW,25,2000,0.7,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Jonathan Burkardt,GER,FW,25,2000,14.8,13,41,21,51.2,2.76,1.41,0.22,0.43,4,4
,2526,Frankfurt,Kauã Santos,BRA,GK,22,2003,12.0,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Love Arrhov,SWE,MF,17,2008,0.7,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Mahmoud Dahoud,GER,"MF,FW",29,1996,8.0,2,17,2,11.8,2.14,0.25,0.12,1.0,0,0
,2526,Frankfurt,Mario Götze,GER,MF,33,1992,9.8,0,5,0,0.0,0.51,0.0,0.0,,0,0
,2526,Frankfurt,Michael Zetterer,GER,GK,30,1995,22.0,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Michy Batshuayi,BEL,FW,31,1993,1.5,1,5,1,20.0,3.24,0.65,0.0,0.0,1,1
,2526,Frankfurt,Nathaniel Brown,GER,"MF,DF",22,2003,29.5,4,18,9,50.0,0.61,0.3,0.22,0.44,0,0
,2526,Frankfurt,Nnamdi Collins,GER,DF,21,2004,16.7,1,4,1,25.0,0.24,0.06,0.25,1.0,0,0
,2526,Frankfurt,Oscar Højlund,DEN,MF,20,2005,12.1,1,7,3,42.9,0.58,0.25,0.14,0.33,0,0
,2526,Frankfurt,Rasmus Kristensen,DEN,"DF,MF",28,1997,17.1,2,15,6,40.0,0.88,0.35,0.13,0.33,0,0
,2526,Frankfurt,Ritsu Doan,JPN,MF,27,1998,26.3,5,41,15,36.6,1.56,0.57,0.12,0.33,0,0
,2526,Frankfurt,Robin Koch,GER,DF,29,1996,31.5,3,15,5,33.3,0.48,0.16,0.2,0.6,0,0
,2526,Frankfurt,Timothy Chandler,USA,"DF,MF",35,1990,0.1,0,0,0,,0.0,0.0,,,0,0
,2526,Frankfurt,Younes Ebnoutalib,GER,FW,21,2003,1.5,1,5,2,40.0,3.38,1.35,0.2,0.5,0,0
,2526,Freiburg,Anthony Jung,GER,DF,33,1991,5.8,0,1,0,0.0,0.17,0.0,0.0,,0,0
,2526,Freiburg,Christian Günter,GER,DF,32,1993,17.2,0,9,0,0.0,0.52,0.0,0.0,,0,0
,2526,Freiburg,Cyriaque Irié,BFA,MF,20,2005,3.9,0,7,2,28.6,1.82,0.52,0.0,0.0,0,0
,2526,Freiburg,Derry Scherhant,GER,MF,22,2002,14.5,5,36,13,36.1,2.49,0.9,0.14,0.38,0,0
,2526,Freiburg,Eren Dinkçi,GER,MF,23,2001,2.8,0,4,0,0.0,1.45,0.0,0.0,,0,0
,2526,Freiburg,Ifechukwu Ogbus,SUI,DF,19,2005,13.1,0,5,2,40.0,0.38,0.15,0.0,0.0,0,0
