league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
ITA-Serie A,2526,Lazio,Reda Belahyane,MAR,MF,21,2004,6.8,0,3,1,33.3,0.44,0.15,0.0,0.0,0,0
ITA-Serie A,2526,Lazio,Tijjani Noslin,NED,FW,26,1999,12.8,4,35,13,37.1,2.74,1.02,0.11,0.31,0,0
ITA-Serie A,2526,Lazio,Toma Bašić,CRO,MF,28,1996,19.3,2,30,12,40.0,1.56,0.62,0.07,0.17,0,0
ITA-Serie A,2526,Lazio,Valentín Castellanos,ARG,FW,26,1998,7.7,2,20,8,40.0,2.6,1.04,0.1,0.25,0,0
ITA-Serie A,2526,Lecce,Antonino Gallo,ITA,DF,25,2000,34.0,0,6,1,16.7,0.18,0.03,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Balthazar Pierret,FRA,MF,25,2000,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Christ-Owen Kouassi,FRA,DF,22,2003,2.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Corrie Ndaba,IRL,DF,25,1999,6.0,0,2,0,0.0,0.33,0.0,0.0,,0,0
ITA-Serie A,2526,Lecce,Danilo Veiga,POR,DF,22,2002,33.6,0,6,2,33.3,0.18,0.06,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Francesco Camarda,ITA,FW,17,2008,7.6,1,16,3,18.8,2.1,0.39,0.06,0.33,0,1
ITA-Serie A,2526,Lecce,Gaby Jean,FRA,DF,25,2000,2.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Jamil Siebert,GER,DF,23,2002,18.9,1,6,2,33.3,0.32,0.11,0.17,0.5,0,0
ITA-Serie A,2526,Lecce,Kialonda,ANG,DF,27,1997,20.3,0,9,1,11.1,0.44,0.05,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Konan N'dri,NIG,MF,24,2000,6.0,2,19,5,26.3,3.14,0.83,0.11,0.4,0,0
ITA-Serie A,2526,Lecce,Lameck Banda,ZAM,"MF,FW",24,2001,19.5,5,38,15,39.5,1.95,0.77,0.13,0.33,0,0
ITA-Serie A,2526,Lecce,Lassana Coulibaly,MLI,MF,29,1996,29.9,3,28,8,28.6,0.94,0.27,0.11,0.38,0,0
ITA-Serie A,2526,Lecce,Matías Pérez,CHI,DF,20,2005,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Medon Berisha,ALB,MF,21,2003,9.7,2,24,5,20.8,2.48,0.52,0.08,0.4,0,0
ITA-Serie A,2526,Lecce,Mohamed Kaba,GUI,MF,23,2001,7.0,0,9,4,44.4,1.28,0.57,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Nikola Štulić,SRB,FW,23,2001,19.0,4,33,9,27.3,1.74,0.47,0.09,0.33,1,1
ITA-Serie A,2526,Lecce,Olaf Gorter,NED,MF,20,2005,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Omri Gandelman,ISR,"MF,FW",25,2000,10.8,2,10,3,30.0,0.92,0.28,0.2,0.67,0,0
ITA-Serie A,2526,Lecce,Oumar Ngom,MTN,MF,21,2004,9.4,0,5,2,40.0,0.53,0.21,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Riccardo Sottil,ITA,"FW,MF",26,1999,11.8,1,20,3,15.0,1.69,0.25,0.05,0.33,0,0
ITA-Serie A,2526,Lecce,Sadik Fofana,TOG,MF,22,2003,0.9,0,2,0,0.0,2.14,0.0,0.0,,0,0
ITA-Serie A,2526,Lecce,Santiago Pierotti,ARG,"MF,FW",24,2001,28.9,1,33,8,24.2,1.14,0.28,0.03,0.13,0,0
ITA-Serie A,2526,Lecce,Tete Morente,ESP,"FW,MF",28,1996,9.5,0,14,2,14.3,1.47,0.21,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Tiago Gabriel,POR,DF,20,2004,35.8,2,20,4,20.0,0.56,0.11,0.1,0.5,0,0
ITA-Serie A,2526,Lecce,Walid Cheddira,MAR,FW,27,1998,11.1,3,25,10,40.0,2.25,0.9,0.12,0.3,0,0
ITA-Serie A,2526,Lecce,Wladimiro Falcone,ITA,GK,30,1995,38.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Lecce,Ylber Ramadani,ALB,MF,29,1996,35.6,1,34,5,14.7,0.96,0.14,0.03,0.2,0,0
ITA-Serie A,2526,Lecce,Youssef Maleh,MAR,MF,26,1998,5.1,0,7,1,14.3,1.37,0.2,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Álex Sala,ESP,MF,24,2001,1.9,0,4,2,50.0,2.16,1.08,0.0,0.0,0,0
ITA-Serie A,2526,Lecce,Þórir Jóhann Helgason,ISL,MF,24,2000,1.6,0,3,2,66.7,1.84,1.22,0.0,0.0,0,0
ITA-Serie A,2526,Milan,Adrien Rabiot,FRA,MF,30,1995,28.3,6,46,12,26.1,1.62,0.42,0.13,0.5,0,0
ITA-Serie A,2526,Milan,Alexis Saelemaekers,BEL,MF,26,1999,31.0,3,43,11,25.6,1.39,0.36,0.07,0.27,0,0
ITA-Serie A,2526,Milan,Ardon Jashari,SUI,MF,23,2002,7.8,0,7,2,28.6,0.9,0.26,0.0,0.0,0,0
ITA-Serie A,2526,Milan,Cheveyo Muy,NED,FW,18,2006,0.1,0,1,0,0.0,18.0,0.0,0.0,,0,0
ITA-Serie A,2526,Milan,Christian Pulisic,USA,FW,26,1998,17.9,8,54,25,46.3,3.02,1.4,0.15,0.32,0,1
ITA-Serie A,2526,Milan,Christopher Nkunku,FRA,FW,27,1997,15.1,7,29,16,55.2,1.92,1.06,0.07,0.13,5,5
ITA-Serie A,2526,Milan,David Odogu,GER,DF,19,2006,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Milan,Davide Bartesaghi,ITA,"MF,DF",19,2005,27.1,2,22,7,31.8,0.81,0.26,0.09,0.29,0,0
ITA-Serie A,2526,Milan,Fikayo Tomori,ENG,DF,27,1997,28.4,0,9,2,22.2,0.32,0.07,0.0,0.0,0,0
ITA-Serie A,2526,Milan,Koni De Winter,BEL,DF,23,2002,20.0,1,7,1,14.3,0.35,0.05,0.14,1.0,0,0
ITA-Serie A,2526,Milan,Luka Modrić,CRO,MF,39,1985,31.2,2,20,8,40.0,0.64,0.26,0.1,0.25,0,0
ITA-Serie A,2526,Milan,Matteo Gabbia,ITA,DF,25,1999,28.1,0,19,3,15.8,0.68,0.11,0.0,0.0,0,0
ITA-Serie A,2526,Milan,Mike Maignan,FRA,GK,30,1995,36.6,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Milan,Niclas Füllkrug,GER,FW,32,1993,7.3,1,16,5,31.3,2.19,0.68,0.06,0.2,0,1
ITA-Serie A,2526,Milan,Pervis Estupiñán,ECU,MF,27,1998,11.5,1,9,1,11.1,0.78,0.09,0.11,1.0,0,0
ITA-Serie A,2526,Milan,Pietro Terracciano,ITA,GK,35,1990,1.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Milan,Rafael Leão,POR,FW,26,1999,20.6,9,63,24,38.1,3.06,1.17,0.11,0.29,2,2
ITA-Serie A,2526,Milan,Ruben Loftus-Cheek,ENG,"MF,FW",29,1996,12.6,3,29,6,20.7,2.3,0.48,0.1,0.5,0,0
ITA-Serie A,2526,Milan,Samuel Chukwueze,NGA,"FW,MF",26,1999,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Milan,Samuele Ricci,ITA,MF,23,2001,14.6,1,18,6,33.3,1.23,0.41,0.06,0.17,0,0
ITA-Serie A,2526,Milan,Santiago Giménez,MEX,FW,24,2001,9.9,0,27,9,33.3,2.72,0.91,0.0,0.0,0,0
ITA-Serie A,2526,Milan,Strahinja Pavlović,SRB,DF,24,2001,31.9,5,26,6,23.1,0.82,0.19,0.19,0.83,0,0
ITA-Serie A,2526,Milan,Youssouf Fofana,FRA,MF,26,1999,24.5,2,45,18,40.0,1.84,0.74,0.04,0.11,0,0
ITA-Serie A,2526,Milan,Yunus Musah,USA,MF,22,2002,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Milan,Zachary Athekame,SUI,"MF,DF",20,2004,9.3,2,13,4,30.8,1.4,0.43,0.15,0.5,0,0
ITA-Serie A,2526,Milan,Álex Jiménez,ESP,DF,20,2005,0.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Napoli,Alessandro Buongiorno,ITA,DF,26,1999,28.0,0,8,3,37.5,0.29,0.11,0.0,0.0,0,0
ITA-Serie A,2526,Napoli,Alex Meret,ITA,GK,28,1997,10.9,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Napoli,Alisson Santos,BRA,"MF,FW",22,2002,9.3,4,29,16,55.2,3.13,1.73,0.14,0.25,0,0
ITA-Serie A,2526,Napoli,Amir Rrahmani,KVX,DF,31,1994,19.9,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0
ITA-Serie A,2526,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,29,1995,14.0,4,23,9,39.1,1.65,0.64,0.17,0.44,0,0
ITA-Serie A,2526,Napoli,Antonio Vergara,ITA,MF,22,2003,6.8,1,10,3,30.0,1.47,0.44,0.1,0.33,0,0
ITA-Serie A,2526,Napoli,Billy Gilmour,SCO,MF,24,2001,8.9,1,10,3,30.0,1.12,0.34,0.1,0.33,0,0
ITA-Serie A,2526,Napoli,David Neres,BRA,"FW,MF",28,1997,10.2,3,17,4,23.5,1.66,0.39,0.18,0.75,0,0
ITA-Serie A,2526,Napoli,Elif Elmas,MKD,"MF,FW",25,1999,19.8,1,27,9,33.3,1.36,0.45,0.04,0.11,0,0
ITA-Serie A,2526,Napoli,Giovane,BRA,"MF,FW",21,2003,3.8,0,9,2,22.2,2.4,0.53,0.0,0.0,0,0
ITA-Serie A,2526,Napoli,Giovanni Di Lorenzo,ITA,"DF,MF",31,1993,25.3,2,25,9,36.0,0.99,0.36,0.08,0.22,0,0
ITA-Serie A,2526,Napoli,Giuseppe Ambrosino,ITA,FW,21,2003,0.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Napoli,Juan Jesus,BRA,DF,34,1991,18.6,0,3,0,0.0,0.16,0.0,0.0,,0,0
ITA-Serie A,2526,Napoli,Kevin De Bruyne,BEL,MF,34,1991,12.9,5,27,11,40.7,2.09,0.85,0.07,0.18,3,3
ITA-Serie A,2526,Napoli,Leonardo Spinazzola,ITA,"MF,DF",32,1993,21.1,3,21,7,33.3,0.99,0.33,0.14,0.43,0,0
ITA-Serie A,2526,Napoli,Lorenzo Lucca,ITA,FW,24,2000,4.5,1,15,5,33.3,3.31,1.1,0.07,0.2,0,0
ITA-Serie A,2526,Napoli,Luca Marianucci,ITA,DF,21,2004,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
ITA-Serie A,2526,Napoli,Mathías Olivera,URU,"DF,MF",27,1997,15.2,0,8,3,37.5,0.53,0.2,0.0,0.0,0,0
ITA-Serie A,2526,Napoli,Matteo Politano,ITA,"MF,FW",31,1993,24.4,2,49,13,26.5,2.0,0.53,0.04,0.15,0,0
ITA-Serie A,2526,Napoli,Miguel Gutiérrez,ESP,"MF,DF",24,2001,16.5,1,15,5,33.3,0.91,0.3,0.07,0.2,0,0
ITA-Serie A,2526,Napoli,Nikita Contini Baranovsky,ITA,GK,29,1996,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Napoli,Noa Lang,NED,"FW,MF",26,1999,7.4,1,9,4,44.4,1.22,0.54,0.11,0.25,0,0
ITA-Serie A,2526,Napoli,Pasquale Mazzocchi,ITA,MF,30,1995,3.4,0,2,1,50.0,0.58,0.29,0.0,0.0,0,0
ITA-Serie A,2526,Napoli,Rasmus Højlund,DEN,FW,22,2003,30.6,12,60,25,41.7,1.96,0.82,0.18,0.44,1,1
ITA-Serie A,2526,Napoli,Romelu Lukaku,BEL,FW,32,1993,0.5,1,2,1,50.0,4.09,2.05,0.5,1.0,0,0
ITA-Serie A,2526,Napoli,Sam Beukema,NED,DF,26,1998,18.7,2,8,4,50.0,0.43,0.21,0.25,0.5,0,0
ITA-Serie A,2526,Napoli,Scott McTominay,SCO,MF,28,1996,31.0,10,101,34,33.7,3.26,1.1,0.1,0.29,0,1
ITA-Serie A,2526,Napoli,Stanislav Lobotka,SVK,MF,30,1994,27.0,1,8,4,50.0,0.3,0.15,0.13,0.25,0,0
ITA-Serie A,2526,Napoli,Vanja Milinković-Savić,SRB,GK,28,1997,27.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Abdoulaye Ndiaye,SEN,DF,23,2002,8.7,0,6,0,0.0,0.69,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Adrian Benedyczak,POL,FW,24,2000,5.4,1,8,3,37.5,1.47,0.55,0.0,0.0,1,1
ITA-Serie A,2526,Parma,Adrian Bernabe,ESP,MF,24,2001,27.4,3,50,12,24.0,1.82,0.44,0.06,0.25,0,0
ITA-Serie A,2526,Parma,Alessandro Cardinali,ITA,FW,19,2006,0.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Alessandro Circati,AUS,DF,21,2003,29.6,1,8,1,12.5,0.27,0.03,0.13,1.0,0,0
ITA-Serie A,2526,Parma,Ben Cremaschi,USA,MF,20,2005,1.5,0,1,0,0.0,0.68,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Christian Ordoñez,ARG,MF,21,2004,12.1,1,10,2,20.0,0.82,0.16,0.1,0.5,0,0
ITA-Serie A,2526,Parma,Daniel Mikołajewski,POL,FW,19,2006,0.8,0,1,0,0.0,1.29,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Edoardo Corvi,ITA,GK,24,2001,17.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Emanuele Valeri,ITA,"MF,DF",26,1998,29.4,0,23,5,21.7,0.78,0.17,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Enrico Delprato,ITA,"DF,MF",25,1999,32.8,2,18,9,50.0,0.55,0.27,0.11,0.22,0,0
ITA-Serie A,2526,Parma,Filippo Rinaldi,ITA,GK,22,2002,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Franco Carboni,ITA,MF,22,2003,1.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Gabriel Strefezza,BRA,FW,28,1997,11.2,2,24,7,29.2,2.14,0.63,0.08,0.29,0,0
ITA-Serie A,2526,Parma,Gaetano Oristanio,ITA,"FW,MF",22,2002,9.5,1,24,4,16.7,2.51,0.42,0.04,0.25,0,0
ITA-Serie A,2526,Parma,Hans Nicolussi Caviglia,ITA,MF,25,2000,9.7,0,16,2,12.5,1.66,0.21,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Hernani,BRA,MF,31,1994,0.8,0,1,0,0.0,1.23,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Jacob Ondrejka,SWE,"FW,MF",22,2002,8.6,0,21,7,33.3,2.45,0.82,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Lautaro Valenti,ARG,DF,26,1999,25.0,0,17,4,23.5,0.68,0.16,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Mandela Keita,BEL,MF,23,2002,33.1,1,16,5,31.3,0.48,0.15,0.06,0.2,0,0
ITA-Serie A,2526,Parma,Mariano Troilo,ARG,DF,22,2003,18.1,1,9,2,22.2,0.5,0.11,0.11,0.5,0,0
ITA-Serie A,2526,Parma,Mateo Pellegrino,ARG,FW,24,2001,33.2,9,73,22,30.1,2.2,0.66,0.11,0.36,1,1
ITA-Serie A,2526,Parma,Mathias Løvik,NOR,MF,21,2003,5.2,0,3,0,0.0,0.57,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Milan Đurić,BIH,FW,35,1990,0.8,0,5,0,0.0,6.08,0.0,0.0,,0,0
ITA-Serie A,2526,Parma,Nahuel Estévez,ARG,MF,29,1995,11.7,0,9,1,11.1,0.77,0.09,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Nesta Elphege,FRA,FW,24,2001,3.4,2,6,3,50.0,1.75,0.87,0.33,0.67,0,0
ITA-Serie A,2526,Parma,Oliver Jensen,DEN,MF,23,2002,20.4,1,15,3,20.0,0.73,0.15,0.07,0.33,0,0
ITA-Serie A,2526,Parma,Patrick Cutrone,ITA,FW,27,1998,9.9,1,25,7,28.0,2.53,0.71,0.04,0.14,0,0
ITA-Serie A,2526,Parma,Pontus Almqvist,SWE,MF,26,1999,5.1,0,5,2,40.0,0.98,0.39,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Sascha Britschgi,SUI,"MF,DF",18,2006,23.3,0,13,3,23.1,0.56,0.13,0.0,0.0,0,0
ITA-Serie A,2526,Parma,Tjaš Begić,SVN,MF,22,2003,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Parma,Zion Suzuki,JPN,GK,22,2002,20.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Adrian Šemper,CRO,GK,27,1998,25.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Antonio Caracciolo,ITA,DF,35,1990,34.1,2,25,6,24.0,0.73,0.18,0.08,0.33,0,0
ITA-Serie A,2526,Pisa,Arturo Calabresi,ITA,DF,29,1996,16.8,0,4,1,25.0,0.24,0.06,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Brando Bettazzi,ITA,MF,17,2007,0.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Calvin Stengs,NED,"FW,MF",26,1998,0.5,0,2,1,50.0,3.91,1.96,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Daniel Denoon,SUI,DF,21,2004,1.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Ebenezer Akinsanmiro,NGA,MF,20,2004,16.0,0,13,3,23.1,0.81,0.19,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Felipe Loyola,CHI,MF,24,2000,6.0,1,9,1,11.1,1.51,0.17,0.11,1.0,0,0
ITA-Serie A,2526,Pisa,Filip Stojilković,SUI,"FW,MF",25,2000,7.3,0,10,4,40.0,1.37,0.55,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Francesco Coppola,ITA,DF,20,2005,5.1,0,2,0,0.0,0.39,0.0,0.0,,0,0
ITA-Serie A,2526,Pisa,Gabriele Piccinini,ITA,MF,24,2001,9.7,0,19,7,36.8,1.95,0.72,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Giovanni Bonfanti,ITA,"DF,MF",22,2003,5.5,0,6,1,16.7,1.09,0.18,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Henrik Meister,DEN,FW,21,2003,16.8,2,20,8,40.0,1.19,0.48,0.1,0.25,0,0
ITA-Serie A,2526,Pisa,Idrissa Touré,GER,MF,27,1998,25.3,1,29,8,27.6,1.15,0.32,0.03,0.13,0,0
ITA-Serie A,2526,Pisa,Juan Cuadrado,COL,MF,37,1988,5.6,1,10,2,20.0,1.78,0.36,0.0,0.0,1,1
ITA-Serie A,2526,Pisa,Lorran,BRA,FW,19,2006,1.4,1,3,1,33.3,2.21,0.74,0.33,1.0,0,0
ITA-Serie A,2526,Pisa,Louis Buffon,CZE,FW,17,2007,0.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,M'Bala Nzola,ANG,FW,28,1996,11.7,3,28,7,25.0,2.4,0.6,0.04,0.14,2,3
ITA-Serie A,2526,Pisa,Malthe Hojholt,DEN,MF,24,2001,9.4,0,4,2,50.0,0.42,0.21,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Marius Marin,ROU,MF,26,1998,14.2,0,3,0,0.0,0.21,0.0,0.0,,0,0
ITA-Serie A,2526,Pisa,Mateus Lusuardi,BRA,DF,21,2004,2.2,0,4,0,0.0,1.82,0.0,0.0,,0,0
ITA-Serie A,2526,Pisa,Mattéo Tramoni,FRA,"MF,FW",25,2000,17.8,2,28,9,32.1,1.58,0.51,0.04,0.11,1,1
ITA-Serie A,2526,Pisa,Mehdi Léris,ALG,MF,27,1998,21.1,2,25,7,28.0,1.18,0.33,0.08,0.29,0,0
ITA-Serie A,2526,Pisa,Michel Aebischer,SUI,MF,28,1997,32.1,1,19,5,26.3,0.59,0.16,0.05,0.2,0,0
ITA-Serie A,2526,Pisa,Nícolas Andrade,BRA,GK,37,1988,6.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Rafiu Durosinmi,NGA,FW,22,2003,4.8,1,9,5,55.6,1.87,1.04,0.11,0.2,0,0
ITA-Serie A,2526,Pisa,Raúl Albiol,ESP,DF,39,1985,5.6,0,1,0,0.0,0.18,0.0,0.0,,0,0
ITA-Serie A,2526,Pisa,Rosen Bozhinov,BUL,DF,20,2005,6.8,0,3,1,33.3,0.44,0.15,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Samuel Iling-Junior,ENG,MF,21,2003,1.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Samuele Angori,ITA,MF,21,2003,28.9,0,14,3,21.4,0.48,0.1,0.0,0.0,0,0
ITA-Serie A,2526,Pisa,Simone Canestrelli,ITA,DF,24,2000,35.6,1,16,3,18.8,0.45,0.08,0.06,0.33,0,0
ITA-Serie A,2526,Pisa,Simone Scuffet,ITA,GK,29,1996,7.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,Stefano Moreo,ITA,"FW,MF",32,1993,25.6,7,52,20,38.5,2.03,0.78,0.1,0.25,2,2
ITA-Serie A,2526,Pisa,Tomás Esteves,POR,"DF,MF",23,2002,0.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Pisa,İsak Vural,TUR,MF,19,2006,8.4,0,6,1,16.7,0.72,0.12,0.0,0.0,0,0
ITA-Serie A,2526,Roma,Alessandro Romano,SUI,MF,19,2006,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Roma,Angeliño,ESP,MF,28,1997,4.6,0,5,2,40.0,1.08,0.43,0.0,0.0,0,0
ITA-Serie A,2526,Roma,Antonio Arena,ITA,FW,16,2009,0.3,0,2,0,0.0,7.83,0.0,0.0,,0,0
ITA-Serie A,2526,Roma,Artem Dovbyk,UKR,FW,28,1997,4.4,3,12,6,50.0,2.75,1.37,0.25,0.5,0,0
ITA-Serie A,2526,Roma,Bryan Cristante,ITA,MF,30,1995,34.4,2,44,8,18.2,1.28,0.23,0.05,0.25,0,0
ITA-Serie A,2526,Roma,Bryan Zaragoza,ESP,MF,23,2001,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,0,0
ITA-Serie A,2526,Roma,Daniele Ghilardi,ITA,DF,22,2003,12.2,0,3,0,0.0,0.25,0.0,0.0,,0,0
ITA-Serie A,2526,Roma,Devyne Rensch,NED,MF,22,2003,13.2,1,6,2,33.3,0.46,0.15,0.17,0.5,0,0
ITA-Serie A,2526,Roma,Donyell Malen,NED,FW,26,1999,16.3,14,70,31,44.3,4.29,1.9,0.16,0.35,3,4
ITA-Serie A,2526,Roma,Evan Ferguson,IRL,FW,20,2004,8.6,3,27,15,55.6,3.14,1.75,0.11,0.2,0,0
ITA-Serie A,2526,Roma,Gianluca Mancini,ITA,DF,29,1996,34.0,4,20,8,40.0,0.59,0.24,0.2,0.5,0,0
ITA-Serie A,2526,Roma,Jan Ziółkowski,POL,DF,20,2005,5.7,0,2,0,0.0,0.35,0.0,0.0,,0,0
ITA-Serie A,2526,Roma,Kostas Tsimikas,GRE,MF,29,1996,7.2,0,7,0,0.0,0.98,0.0,0.0,,0,0
ITA-Serie A,2526,Roma,Leon Bailey,JAM,FW,27,1997,2.1,0,3,1,33.3,1.45,0.48,0.0,0.0,0,0
ITA-Serie A,2526,Roma,Lorenzo Pellegrini,ITA,MF,29,1996,16.3,4,32,12,37.5,1.97,0.74,0.06,0.17,2,2
ITA-Serie A,2526,Roma,Lorenzo Venturino,ITA,MF,19,2006,2.3,0,4,0,0.0,1.74,0.0,0.0,,0,0
ITA-Serie A,2526,Roma,Manu Koné,FRA,MF,24,2001,27.3,2,21,5,23.8,0.77,0.18,0.1,0.4,0,0
ITA-Serie A,2526,Roma,Mario Hermoso,ESP,DF,30,1995,23.2,3,20,6,30.0,0.86,0.26,0.15,0.5,0,0
ITA-Serie A,2526,Roma,Matìas Soulé,ARG,"MF,FW",22,2003,23.8,6,52,18,34.6,2.19,0.76,0.12,0.33,0,0
ITA-Serie A,2526,Roma,Mile Svilar,SRB,GK,25,1999,38.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Roma,Neil El Aynaoui,MAR,MF,24,2001,11.1,1,6,4,66.7,0.54,0.36,0.17,0.25,0,0
ITA-Serie A,2526,Roma,Niccolò Pisilli,ITA,MF,20,2004,14.4,2,19,5,26.3,1.32,0.35,0.11,0.4,0,0
ITA-Serie A,2526,Roma,Obite N'Dicka,CIV,DF,25,1999,29.8,3,23,6,26.1,0.77,0.2,0.13,0.5,0,0
ITA-Serie A,2526,Roma,Paulo Dybala,ARG,"MF,FW",31,1993,15.0,2,43,18,41.9,2.86,1.2,0.05,0.11,0,1
ITA-Serie A,2526,Roma,Robinio Vaz,FRA,FW,18,2007,2.4,1,5,2,40.0,2.08,0.83,0.2,0.5,0,0
ITA-Serie A,2526,Roma,Stephan El Shaarawy,ITA,"MF,FW",32,1992,7.4,1,18,7,38.9,2.43,0.95,0.06,0.14,0,0
ITA-Serie A,2526,Roma,Tommaso Baldanzi,ITA,"FW,MF",22,2003,4.3,1,11,4,36.4,2.56,0.93,0.09,0.25,0,0
ITA-Serie A,2526,Roma,Wesley,BRA,MF,21,2003,27.2,5,25,13,52.0,0.92,0.48,0.2,0.38,0,0
ITA-Serie A,2526,Roma,Zeki Çelik,TUR,"MF,DF",28,1997,30.3,1,22,4,18.2,0.73,0.13,0.05,0.25,0,0
ITA-Serie A,2526,Sassuolo,Alieu Fadera,GAM,FW,23,2001,11.0,2,13,4,30.8,1.19,0.36,0.15,0.5,0,0
ITA-Serie A,2526,Sassuolo,Andrea Ghion,ITA,MF,25,2000,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Andrea Pinamonti,ITA,FW,26,1999,28.4,9,73,30,41.1,2.57,1.06,0.12,0.3,0,1
ITA-Serie A,2526,Sassuolo,Arijanet Muric,KVX,GK,26,1998,32.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Armand Lauriente,FRA,FW,26,1998,28.8,7,71,26,36.6,2.47,0.9,0.1,0.27,0,0
ITA-Serie A,2526,Sassuolo,Aster Vranckx,BEL,MF,22,2002,7.7,0,3,1,33.3,0.39,0.13,0.0,0.0,0,0
ITA-Serie A,2526,Sassuolo,Cas Odenthal,NED,DF,24,2000,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Christian Frangella,ITA,MF,18,2006,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Sassuolo,Cristian Volpato,AUS,FW,21,2003,11.8,2,21,7,33.3,1.78,0.59,0.1,0.29,0,0
ITA-Serie A,2526,Sassuolo,Daniel Boloca,ROU,MF,26,1998,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0
ITA-Serie A,2526,Sassuolo,Darryl Bakola,FRA,MF,17,2007,1.4,0,3,1,33.3,2.11,0.7,0.0,0.0,0,0
