league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off
INT-World Cup,2018,Portugal,João Mário,Portugal,MF,25,1993,4,259,65,71.9,2.9,3,79,0,1,22,0,1.25,4,2,2,0.69,2.48
INT-World Cup,2018,Portugal,Manuel Fernandes,Portugal,MF,32,1986,1,6,6,1.7,0.1,0,,0,1,5,3,0.0,0,0,0,0.0,0.0
INT-World Cup,2018,Portugal,Mário Rui,Portugal,"DF,MF",27,1991,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Portugal,Pepe,Portugal,DF,35,1983,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Portugal,Raphaël Guerreiro,Portugal,DF,24,1993,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Portugal,Ricardo Pereira,Portugal,DF,24,1993,1,90,90,25.0,1.0,1,90,1,0,,3,0.0,1,2,-1,-1.0,-1.33
INT-World Cup,2018,Portugal,Ricardo Quaresma,Portugal,MF,34,1983,3,116,39,32.2,1.3,1,70,0,2,23,1,0.67,2,0,2,1.55,2.29
INT-World Cup,2018,Portugal,Rui Patrício,Portugal,GK,30,1988,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Portugal,Rúben Dias,Portugal,"DF,MF",21,1997,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Portugal,William Carvalho,Portugal,MF,26,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Russia,Alan Dzagoev,Russia,MF,27,1990,2,42,21,8.2,0.5,1,24,0,1,18,1,1.5,2,0,2,4.29,3.9
INT-World Cup,2018,Russia,Aleksandr Erokhin,Russia,MF,28,1989,2,91,46,17.8,1.0,0,,0,2,45,3,1.5,1,1,0,0.0,-0.86
INT-World Cup,2018,Russia,Aleksandr Golovin,Russia,"MF,FW",22,1996,4,401,100,78.6,4.5,4,100,3,0,,1,2.25,10,4,6,1.35,3.0
INT-World Cup,2018,Russia,Aleksandr Samedov,Russia,MF,33,1984,5,356,71,69.8,4.0,5,71,2,0,,0,1.8,7,6,1,0.25,-1.5
INT-World Cup,2018,Russia,Aleksei Miranchuk,Russia,MF,22,1995,1,59,59,11.6,0.7,1,59,0,0,,4,0.0,0,2,-2,-3.05,-4.25
INT-World Cup,2018,Russia,Andrei Semyonov,Russia,DF,29,1989,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Russia,Andrey Lunyov,Russia,GK,26,1991,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Russia,Anton Miranchuk,Russia,"FW,MF",22,1995,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Russia,Artem Dzyuba,Russia,FW,29,1988,5,331,66,64.9,3.7,4,78,1,1,20,0,1.8,8,6,2,0.54,-0.46
INT-World Cup,2018,Russia,Daler Kuzyaev,Russia,MF,25,1993,5,305,61,59.8,3.4,2,109,1,3,29,0,1.8,6,4,2,0.59,-0.29
INT-World Cup,2018,Russia,Denis Cheryshev,Russia,MF,27,1990,5,303,61,59.4,3.4,3,59,0,2,63,0,1.8,8,4,4,1.19,1.19
INT-World Cup,2018,Russia,Fyodor Kudryashov,Russia,DF,31,1987,4,335,84,65.7,3.7,3,110,3,1,4,1,1.5,3,6,-3,-0.81,-4.41
INT-World Cup,2018,Russia,Fyodor Smolov,Russia,FW,28,1990,5,222,44,43.5,2.5,1,73,0,4,37,0,1.8,3,2,1,0.41,-0.53
INT-World Cup,2018,Russia,Igor Akinfeev,Russia,GK,32,1986,5,510,102,100.0,5.7,5,102,5,0,,0,1.8,11,7,4,0.71,
INT-World Cup,2018,Russia,Igor Smolnikov,Russia,DF,29,1988,1,35,35,6.9,0.4,1,35,0,0,,3,0.0,0,2,-2,-5.14,-6.28
INT-World Cup,2018,Russia,Ilya Kutepov,Russia,DF,24,1993,5,510,102,100.0,5.7,5,102,5,0,,0,1.8,11,7,4,0.71,
INT-World Cup,2018,Russia,Mário Fernandes,Russia,DF,27,1990,5,473,95,92.7,5.3,4,105,4,1,52,0,1.8,11,5,6,1.14,6.01
INT-World Cup,2018,Russia,Roman Zobnin,Russia,MF,24,1994,5,510,102,100.0,5.7,5,102,5,0,,0,1.8,11,7,4,0.71,
INT-World Cup,2018,Russia,Sergei Ignashevich,Russia,DF,38,1979,5,510,102,100.0,5.7,5,102,5,0,,0,1.8,11,7,4,0.71,
INT-World Cup,2018,Russia,Vladimir Gabulov,Russia,GK,34,1983,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Russia,Vladimir Granat,Russia,DF,31,1987,1,75,75,14.7,0.8,0,,0,1,75,4,3.0,0,0,0,0.0,-0.83
INT-World Cup,2018,Russia,Yuri Gazinskiy,Russia,MF,28,1989,4,267,67,52.4,3.0,3,75,2,1,41,1,1.5,9,4,5,1.69,2.06
INT-World Cup,2018,Russia,Yuri Zhirkov,Russia,DF,34,1983,3,220,73,43.1,2.4,3,73,1,0,,2,3.0,9,2,7,2.86,3.79
INT-World Cup,2018,Saudi Arabia,Abdullah Al-Khaibari,Saudi Arabia,MF,21,1996,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Saudi Arabia,Abdullah Al-Mayouf,Saudi Arabia,GK,31,1987,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,0,5,-5,-5.0,-5.0
INT-World Cup,2018,Saudi Arabia,Abdullah Otayf,Saudi Arabia,MF,25,1992,3,243,81,90.0,2.7,3,81,2,0,,0,1.0,2,4,-2,-0.74,9.26
INT-World Cup,2018,Saudi Arabia,Abdulmalek Al-Khaibri,Saudi Arabia,MF,32,1986,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Saudi Arabia,Ali Al-Bulaihi,Saudi Arabia,DF,28,1989,1,90,90,33.3,1.0,1,90,1,0,,1,0.0,0,1,-1,-1.0,1.0
INT-World Cup,2018,Saudi Arabia,Fahad Al Muwallad,Saudi Arabia,FW,23,1994,3,182,61,67.4,2.0,2,78,0,1,26,0,1.0,1,5,-4,-1.98,-0.96
INT-World Cup,2018,Saudi Arabia,Hattan Bahebri,Saudi Arabia,FW,25,1992,3,155,52,57.4,1.7,2,70,0,1,16,0,1.0,1,4,-3,-1.74,-0.18
INT-World Cup,2018,Saudi Arabia,Hussain Al Moqahwi,Saudi Arabia,MF,30,1988,2,137,69,50.7,1.5,1,91,1,1,46,1,1.5,2,1,1,0.66,4.72
INT-World Cup,2018,Saudi Arabia,Mansoor Al-Harbi,Saudi Arabia,DF,30,1987,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Saudi Arabia,Mohamed Kanno,Saudi Arabia,MF,23,1994,1,16,16,5.9,0.2,0,,0,1,15,2,0.0,0,0,0,0.0,1.77
INT-World Cup,2018,Saudi Arabia,Mohammed Al Sahlawi,Saudi Arabia,FW,31,1987,2,96,48,35.6,1.1,1,84,0,1,12,1,0.0,0,3,-3,-2.81,-1.78
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Breik,Saudi Arabia,DF,25,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,7,-5,-1.67,
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,26,1991,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,0,1,-1,-1.0,1.0
INT-World Cup,2018,Saudi Arabia,Motaz Hawsawi,Saudi Arabia,DF,26,1992,1,90,90,33.3,1.0,1,90,1,0,,2,3.0,2,1,1,1.0,4.0
INT-World Cup,2018,Saudi Arabia,Muhannad Assiri,Saudi Arabia,"FW,MF",31,1986,2,33,17,12.2,0.4,0,,0,2,16,1,1.5,1,2,-1,-2.73,-1.21
INT-World Cup,2018,Saudi Arabia,Omar Hawsawi,Saudi Arabia,DF,32,1985,1,90,90,33.3,1.0,1,90,1,0,,1,0.0,0,5,-5,-5.0,-5.0
INT-World Cup,2018,Saudi Arabia,Osama Hawsawi,Saudi Arabia,DF,34,1984,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,7,-5,-1.67,
INT-World Cup,2018,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,FW,26,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,7,-5,-1.67,
INT-World Cup,2018,Saudi Arabia,Salman Al-Faraj,Saudi Arabia,MF,28,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,7,-5,-1.67,
INT-World Cup,2018,Saudi Arabia,Taisir Al-Jassim,Saudi Arabia,MF,33,1984,2,133,67,49.3,1.5,2,67,1,0,,0,0.0,0,6,-6,-4.06,-4.72
INT-World Cup,2018,Saudi Arabia,Yahya Al-Shehri,Saudi Arabia,FW,27,1990,2,85,43,31.5,0.9,1,74,0,1,11,1,1.5,1,3,-2,-2.12,-0.66
INT-World Cup,2018,Saudi Arabia,Yasser Al Mosailem,Saudi Arabia,GK,34,1984,1,90,90,33.3,1.0,1,90,1,0,,2,3.0,2,1,1,1.0,4.0
INT-World Cup,2018,Saudi Arabia,Yasser Al-Shahrani,Saudi Arabia,DF,26,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,7,-5,-1.67,
INT-World Cup,2018,Senegal,Abdoulaye Diallo,Senegal,GK,26,1992,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Senegal,Adama Mbengue,Senegal,"DF,MF",24,1993,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Senegal,Alfred Gomis,Senegal,GK,24,1993,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Senegal,Alfred N'Diaye,Senegal,MF,28,1990,2,149,75,55.2,1.7,2,75,0,0,,1,2.0,3,2,1,0.6,1.35
INT-World Cup,2018,Senegal,Badou Ndiaye,Senegal,MF,27,1990,1,80,80,29.6,0.9,1,80,0,0,,2,1.0,2,2,0,0.0,0.0
INT-World Cup,2018,Senegal,Cheikh N'Doye,Senegal,MF,32,1986,2,39,20,14.4,0.4,0,,0,2,19,1,2.0,0,1,-1,-2.31,-2.7
INT-World Cup,2018,Senegal,Cheikhou Kouyaté,Senegal,MF,28,1989,3,121,40,44.8,1.3,1,92,1,2,15,0,1.33,1,2,-1,-0.74,-1.35
INT-World Cup,2018,Senegal,Diafra Sakho,Senegal,FW,28,1989,1,5,5,1.9,0.1,0,,0,1,4,2,0.0,0,0,0,0.0,0.0
INT-World Cup,2018,Senegal,Idrissa Gueye,Senegal,MF,28,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Ismaila Sarr,Senegal,"MF,FW",20,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Kalidou Koulibaly,Senegal,DF,26,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Kara Mbodji,Senegal,"DF,MF",28,1989,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Senegal,Keita Baldé,Senegal,FW,23,1995,1,79,79,29.3,0.9,1,79,0,0,,2,0.0,0,1,-1,-1.14,-1.61
INT-World Cup,2018,Senegal,Khadim N'Diaye,Senegal,GK,33,1985,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Lamine Gassama,Senegal,DF,28,1989,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,0,1,-1,-1.0,-1.5
INT-World Cup,2018,Senegal,M'Baye Niang,Senegal,FW,23,1994,3,244,81,90.4,2.7,3,81,0,0,,0,1.33,4,3,1,0.37,3.83
INT-World Cup,2018,Senegal,Mame Biram Diouf,Senegal,FW,30,1987,2,66,33,24.4,0.7,1,62,0,1,4,1,2.0,2,0,2,2.73,3.61
INT-World Cup,2018,Senegal,Moussa Konaté,Senegal,FW,25,1993,2,27,14,10.0,0.3,0,,0,2,13,1,1.5,0,1,-1,-3.33,-3.7
INT-World Cup,2018,Senegal,Moussa Sow,Senegal,"FW,MF",32,1986,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Senegal,Moussa Wagué,Senegal,DF,19,1998,3,197,66,73.0,2.2,2,91,2,1,16,0,1.33,4,3,1,0.46,1.69
INT-World Cup,2018,Senegal,Sadio Mané,Senegal,"MF,FW",26,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Salif Sané,Senegal,DF,27,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,4,0,0.0,
INT-World Cup,2018,Senegal,Youssouf Sabaly,Senegal,DF,25,1993,3,253,84,93.7,2.8,3,84,2,0,,0,1.33,4,4,0,0.0,0.0
INT-World Cup,2018,Serbia,Adem Ljajić,Serbia,MF,26,1991,3,170,57,63.0,1.9,2,72,0,1,26,0,1.0,1,3,-2,-1.06,-1.06
INT-World Cup,2018,Serbia,Aleksandar Kolarov,Serbia,DF,32,1985,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,4,-2,-0.67,
INT-World Cup,2018,Serbia,Aleksandar Mitrović,Serbia,FW,23,1994,3,266,89,98.5,3.0,3,89,1,0,,0,1.0,2,4,-2,-0.68,-0.68
INT-World Cup,2018,Serbia,Aleksandar Prijović,Serbia,FW,28,1990,1,2,2,0.7,0.0,0,,0,1,1,2,3.0,0,0,0,0.0,0.67
INT-World Cup,2018,Serbia,Andrija Živković,Serbia,"FW,MF",21,1996,1,16,16,5.9,0.2,0,,0,1,15,2,0.0,0,0,0,0.0,0.71
INT-World Cup,2018,Serbia,Antonio Rukavina,Serbia,DF,34,1984,2,99,50,36.7,1.1,1,91,1,1,8,1,1.5,0,2,-2,-1.82,-1.82
INT-World Cup,2018,Serbia,Branislav Ivanović,Serbia,DF,34,1984,2,180,90,66.7,2.0,2,90,2,0,,1,1.5,2,2,0,0.0,2.0
INT-World Cup,2018,Serbia,Dušan Tadić,Serbia,MF,29,1988,3,261,87,96.7,2.9,3,87,2,0,,0,1.0,2,4,-2,-0.69,-0.69
INT-World Cup,2018,Serbia,Duško Tošić,Serbia,DF,33,1985,2,180,90,66.7,2.0,2,90,2,0,,1,1.5,2,2,0,0.0,2.0
INT-World Cup,2018,Serbia,Filip Kostić,Serbia,MF,25,1992,3,165,55,61.1,1.8,2,73,0,1,20,0,1.0,1,3,-2,-1.09,-1.09
INT-World Cup,2018,Serbia,Luka Jović,Serbia,FW,20,1997,1,2,2,0.7,0.0,0,,0,1,1,2,0.0,0,0,0,0.0,0.67
INT-World Cup,2018,Serbia,Luka Milivojević,Serbia,MF,27,1991,2,170,85,63.0,1.9,2,85,1,0,,1,1.5,2,1,1,0.53,3.23
INT-World Cup,2018,Serbia,Marko Dmitrović,Serbia,GK,26,1992,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Serbia,Marko Grujić,Serbia,MF,22,1996,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Serbia,Milan Rodić,Serbia,DF,27,1991,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Serbia,Miloš Veljković,Serbia,DF,22,1995,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,0,2,-2,-2.0,-2.0
INT-World Cup,2018,Serbia,Nemanja Matić,Serbia,MF,29,1988,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,4,-2,-0.67,
INT-World Cup,2018,Serbia,Nemanja Radonjić,Serbia,"FW,MF",22,1996,2,19,10,7.0,0.2,0,,0,2,9,1,0.0,0,1,-1,-4.74,-4.38
INT-World Cup,2018,Serbia,Nikola Milenković,Serbia,DF,20,1997,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,4,-2,-0.67,
INT-World Cup,2018,Serbia,Predrag Rajković,Serbia,GK,22,1995,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Serbia,Sergej Milinković-Savić,Serbia,MF,23,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,4,-2,-0.67,
INT-World Cup,2018,Serbia,Uroš Spajić,Serbia,DF,25,1993,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Serbia,Vladimir Stojković,Serbia,GK,34,1983,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,4,-2,-0.67,
INT-World Cup,2018,Spain,Andrés Iniesta,Spain,MF,34,1984,4,283,71,72.6,3.1,3,77,1,1,53,0,1.25,6,4,2,0.64,1.48
INT-World Cup,2018,Spain,César Azpilicueta,Spain,"DF,MF",28,1989,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Spain,Dani Carvajal,Spain,DF,26,1992,3,231,77,59.2,2.6,2,91,2,1,50,1,1.33,3,2,1,0.39,0.39
INT-World Cup,2018,Spain,David Silva,Spain,MF,32,1986,4,324,81,83.1,3.6,4,81,1,0,,0,1.25,6,5,1,0.28,0.28
INT-World Cup,2018,Spain,David de Gea,Spain,GK,27,1990,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Diego Costa,Spain,FW,29,1988,4,316,79,81.0,3.5,4,79,0,0,,0,1.25,6,4,2,0.57,1.79
INT-World Cup,2018,Spain,Gerard Piqué,Spain,DF,31,1987,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Iago Aspas,Spain,"FW,MF",30,1987,3,72,24,18.5,0.8,0,,0,3,23,1,0.67,1,2,-1,-1.25,-1.82
INT-World Cup,2018,Spain,Isco,Spain,MF,26,1992,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Jordi Alba,Spain,DF,29,1989,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Kepa Arrizabalaga,Spain,GK,23,1994,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Spain,Koke,Spain,MF,26,1992,3,230,77,59.0,2.6,2,106,2,1,19,1,1.33,4,4,0,0.0,-0.56
INT-World Cup,2018,Spain,Lucas Vázquez,Spain,MF,26,1991,2,83,42,21.3,0.9,1,79,0,1,4,2,2.0,1,1,0,0.0,-0.29
INT-World Cup,2018,Spain,Marco Asensio,Spain,MF,22,1996,3,132,44,33.8,1.5,1,105,0,2,14,1,1.33,2,2,0,0.0,-0.35
INT-World Cup,2018,Spain,Nacho,Spain,DF,28,1990,2,159,80,40.8,1.8,2,80,1,0,,2,0.5,4,4,0,0.0,-0.39
INT-World Cup,2018,Spain,Nacho Monreal,Spain,DF,32,1986,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Spain,Pepe Reina,Spain,GK,35,1982,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Spain,Rodrigo,Spain,"FW,MF",27,1991,3,26,9,6.7,0.3,0,,0,3,8,1,1.33,1,0,1,3.46,3.46
INT-World Cup,2018,Spain,Saúl Ñíguez,Spain,MF,23,1994,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Spain,Sergio Busquets,Spain,MF,29,1988,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Sergio Ramos,Spain,DF,32,1986,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,7,6,1,0.23,
INT-World Cup,2018,Spain,Thiago Alcántara,Spain,MF,27,1991,2,94,47,24.1,1.0,1,74,0,1,20,2,1.0,1,2,-1,-0.96,-1.57
INT-World Cup,2018,Spain,Álvaro Odriozola,Spain,DF,22,1995,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Sweden,Albin Ekdal,Sweden,MF,28,1989,5,419,84,93.1,4.7,5,84,3,0,,0,1.8,6,4,2,0.43,0.43
INT-World Cup,2018,Sweden,Andreas Granqvist,Sweden,DF,33,1985,5,450,90,100.0,5.0,5,90,5,0,,0,1.8,6,4,2,0.4,
INT-World Cup,2018,Sweden,Emil Forsberg,Sweden,MF,26,1991,5,415,83,92.2,4.6,5,83,3,0,,0,1.8,6,4,2,0.43,0.43
INT-World Cup,2018,Sweden,Emil Krafth,Sweden,DF,23,1994,2,93,47,20.7,1.0,1,85,0,1,8,3,1.5,0,2,-2,-1.94,-2.94
INT-World Cup,2018,Sweden,Filip Helander,Sweden,"DF,MF",25,1993,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Sweden,Gustav Svensson,Sweden,MF,31,1987,3,134,45,29.8,1.5,1,92,1,2,21,2,3.0,3,0,3,2.01,2.3
INT-World Cup,2018,Sweden,Isaac Kiese Thelin,Sweden,FW,25,1992,4,39,10,8.7,0.4,0,,0,4,9,1,2.25,1,1,0,0.0,-0.44
INT-World Cup,2018,Sweden,Jimmy Durmaz,Sweden,MF,29,1989,1,17,17,3.8,0.2,0,,0,1,16,4,0.0,0,1,-1,-5.29,-5.92
INT-World Cup,2018,Sweden,John Guidetti,Sweden,FW,26,1992,2,39,20,8.7,0.4,0,,0,2,19,3,0.0,0,1,-1,-2.31,-2.96
INT-World Cup,2018,Sweden,Karl-Johan Johnsson,Sweden,GK,28,1990,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Sweden,Kristoffer Nordfeldt,Sweden,GK,28,1989,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Sweden,Ludwig Augustinsson,Sweden,DF,24,1994,5,450,90,100.0,5.0,5,90,5,0,,0,1.8,6,4,2,0.4,
INT-World Cup,2018,Sweden,Marcus Berg,Sweden,FW,31,1986,5,425,85,94.4,4.7,5,85,2,0,,0,1.8,5,3,2,0.42,0.42
INT-World Cup,2018,Sweden,Marcus Rohdén,Sweden,MF,27,1991,0,,,,,0,,0,0,,5,,,,,,
INT-World Cup,2018,Sweden,Martin Olsson,Sweden,"DF,MF",30,1988,2,35,18,7.8,0.4,0,,0,2,17,3,1.5,0,0,0,0.0,-0.43
INT-World Cup,2018,Sweden,Mikael Lustig,Sweden,DF,31,1986,4,351,88,78.0,3.9,4,88,3,0,,0,2.25,6,2,4,1.03,2.84
INT-World Cup,2018,Sweden,Ola Toivonen,Sweden,FW,31,1986,5,397,79,88.2,4.4,5,79,2,0,,0,1.8,6,3,3,0.68,2.38
INT-World Cup,2018,Sweden,Oscar Hiljemark,Sweden,MF,25,1992,2,31,16,6.9,0.3,0,,0,2,15,3,3.0,0,0,0,0.0,-0.43
INT-World Cup,2018,Sweden,Pontus Jansson,Sweden,DF,27,1991,2,96,48,21.3,1.1,1,91,1,1,5,3,1.5,1,0,1,0.94,0.68
INT-World Cup,2018,Sweden,Robin Olsen,Sweden,GK,28,1990,5,450,90,100.0,5.0,5,90,5,0,,0,1.8,6,4,2,0.4,
INT-World Cup,2018,Sweden,Sebastian Larsson,Sweden,MF,33,1985,4,316,79,70.2,3.5,4,79,2,0,,0,1.5,3,4,-1,-0.28,-2.3
INT-World Cup,2018,Sweden,Victor Lindelöf,Sweden,DF,23,1994,4,360,90,80.0,4.0,4,90,4,0,,0,1.5,5,4,1,0.25,-0.75
INT-World Cup,2018,Sweden,Viktor Claesson,Sweden,MF,26,1992,5,433,87,96.2,4.8,5,87,4,0,,0,1.8,6,3,3,0.62,5.92
INT-World Cup,2018,Switzerland,Blerim Džemaili,Switzerland,MF,32,1986,4,324,81,90.0,3.6,4,81,2,0,,0,1.25,4,5,-1,-0.28,-2.78
INT-World Cup,2018,Switzerland,Breel Embolo,Switzerland,MF,21,1997,4,137,34,38.1,1.5,1,93,1,3,15,0,1.25,3,2,1,0.66,1.06
INT-World Cup,2018,Switzerland,Denis Zakaria,Switzerland,"DF,MF",21,1996,2,52,26,14.4,0.6,0,,0,2,25,2,1.0,1,1,0,0.0,0.0
INT-World Cup,2018,Switzerland,Fabian Schär,Switzerland,DF,26,1991,3,270,90,75.0,3.0,3,90,3,0,,0,1.67,5,4,1,0.33,1.33
INT-World Cup,2018,Switzerland,François Moubandje,Switzerland,DF,27,1990,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Switzerland,Gelson Fernandes,Switzerland,MF,31,1986,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Switzerland,Granit Xhaka,Switzerland,MF,25,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,5,0,0.0,
INT-World Cup,2018,Switzerland,Haris Seferović,Switzerland,FW,26,1992,3,142,47,39.4,1.6,2,63,0,1,17,1,1.33,1,2,-1,-0.63,-1.05
INT-World Cup,2018,Switzerland,Johan Djourou,Switzerland,DF,31,1987,1,90,90,25.0,1.0,1,90,1,0,,3,0.0,0,1,-1,-1.0,-1.33
INT-World Cup,2018,Switzerland,Josip Drmić,Switzerland,FW,25,1992,3,113,38,31.4,1.3,1,92,1,2,11,1,1.33,1,2,-1,-0.8,-1.16
INT-World Cup,2018,Switzerland,Manuel Akanji,Switzerland,DF,22,1995,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,5,0,0.0,
INT-World Cup,2018,Switzerland,Mario Gavranović,Switzerland,FW,28,1989,2,113,57,31.4,1.3,1,68,0,1,45,2,2.0,3,1,2,1.59,2.32
INT-World Cup,2018,Switzerland,Michael Lang,Switzerland,DF,27,1991,3,103,34,28.6,1.1,1,91,0,2,6,1,0.67,1,2,-1,-0.87,-1.22
INT-World Cup,2018,Switzerland,Nico Elvedi,Switzerland,DF,21,1996,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Switzerland,Remo Freuler,Switzerland,MF,26,1992,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Switzerland,Ricardo Rodríguez,Switzerland,DF,25,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,5,0,0.0,
INT-World Cup,2018,Switzerland,Roman Bürki,Switzerland,GK,27,1990,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Switzerland,Stephan Lichtsteiner,Switzerland,DF,34,1984,3,266,89,73.9,3.0,3,89,2,0,,0,1.67,5,4,1,0.34,1.3
INT-World Cup,2018,Switzerland,Steven Zuber,Switzerland,MF,26,1991,3,251,84,69.7,2.8,3,84,1,0,,0,1.33,3,3,0,0.0,0.0
INT-World Cup,2018,Switzerland,Valon Behrami,Switzerland,MF,33,1985,4,308,77,85.6,3.4,4,77,2,0,,0,1.25,4,4,0,0.0,0.0
INT-World Cup,2018,Switzerland,Xherdan Shaqiri,Switzerland,MF,26,1991,4,350,88,97.2,3.9,4,88,3,0,,0,1.25,4,4,0,0.0,0.0
INT-World Cup,2018,Switzerland,Yann Sommer,Switzerland,GK,29,1988,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,5,0,0.0,
INT-World Cup,2018,Switzerland,Yvon Mvogo,Switzerland,GK,24,1994,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Tunisia,Ahmed Khalil,Tunisia,MF,23,1994,1,14,14,5.2,0.2,0,,0,1,13,2,3.0,0,0,0,0.0,1.05
INT-World Cup,2018,Tunisia,Ali Maâloul,Tunisia,DF,28,1990,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,3,7,-4,-2.0,-3.0
INT-World Cup,2018,Tunisia,Anice Badri,Tunisia,"MF,FW",27,1990,3,225,75,83.3,2.5,2,90,2,1,45,0,1.0,5,7,-2,-0.8,1.2
